,year,publisher,total_sales,critic_score,highestSales,lowestSales,highestScore,lowestScore
448,2007,LucasArts,4.806666666666667,7.8,LEGO Star Wars: The Complete Saga,Thrillville: Off the Rails,Thrillville: Off the Rails,Star Wars Battlefront: Renegade Squadron
449,2007,MTV Games,7.28,8.1,Rock Band,Rock Band,Rock Band,Rock Band
450,2007,Majesco,2.18,5.866666666666667,Cooking Mama 2: Dinner With Friends,Kengo: Legend of The 9,Cooking Mama 2: Dinner With Friends,Kengo: Legend of The 9
451,2007,Mastiff,0.01,7.4,Gurumin: A Monstrous Adventure,Gurumin: A Monstrous Adventure,Gurumin: A Monstrous Adventure,Gurumin: A Monstrous Adventure
452,2007,Microsoft,0.245,6.2,Tenchu Z,Project Sylpheed: Arc of Deception,Project Sylpheed: Arc of Deception,Tenchu Z
453,2007,Microsoft Game Studios,0.8722222222222222,7.611111111111111,Forza Motorsport 2,Zoo Tycoon 2: Extinct Animals,Forza Motorsport 2,Viva Pinata: Party Animals
454,2007,Midway Games,1.1966666666666665,6.483333333333333,Game Party,Ultimate Mortal Kombat,Stranglehold,Game Party
455,2007,Mumbo Jumbo,0.08,5.4,7 Wonders of the Ancient World,7 Wonders of the Ancient World,7 Wonders of the Ancient World,7 Wonders of the Ancient World
456,2007,NIS America,0.134,6.7,Atelier Iris 3: Grand Phantasm (US Sales),Aedis Eclipse: Generation of Chaos,Disgaea: Afternoon of Darkness,Dragoneer's Aria
457,2007,Namco Bandai,0.45,6.285714285714286,Time Crisis 4,.hack//G.U. Vol.3//Redemption,Eternal Sonata,SoulCalibur Legends
458,2007,Natsume,0.1975,6.25,Rune Factory: A Fantasy Harvest Moon,MetropolisMania 2,Rune Factory: A Fantasy Harvest Moon,MetropolisMania 2
459,2007,Nintendo,0.3463636363636364,7.9,Donkey Kong Barrel Blast,Kirby's Adventure,Final Fantasy VI Advance,Donkey Kong Barrel Blast
460,2007,Nippon Ichi Software,0.1,7.0,Ar tonelico: Melody of Elemia,Ar tonelico: Melody of Elemia,Ar tonelico: Melody of Elemia,Ar tonelico: Melody of Elemia
461,2007,Red Mile Entertainment,0.22,5.6,Jackass the Game,Jackass the Game,Jackass the Game,Jackass the Game
462,2007,RedOctane,16.36,8.2,Guitar Hero III: Legends of Rock,Guitar Hero III: Legends of Rock,Guitar Hero III: Legends of Rock,Guitar Hero III: Legends of Rock
463,2007,Rockstar Games,0.41000000000000003,6.949999999999999,Manhunt 2,The Warriors,The Warriors,Manhunt 2
464,2007,Sega,0.546923076923077,6.7846153846153845,Sonic Rivals 2,After Burner: Black Falcon,Virtua Fighter 5 Online,The Golden Compass
465,2007,Sierra Entertainment,0.27499999999999997,7.016666666666667,Crash of the Titans,World in Conflict,World in Conflict,Empire Earth III
466,2007,Sony Computer Entertainment,1.1041666666666667,7.8,Uncharted: Drake's Fortune,NBA 08,Uncharted: Drake's Fortune,Lair
467,2007,SouthPeak Interactive,0.02,7.4,Two Worlds,Two Worlds,Two Worlds,Two Worlds
468,2007,Square Enix,0.32,6.5,Final Fantasy XI: Wings of the Goddess,Final Fantasy XI: Wings of the Goddess,Final Fantasy XI: Wings of the Goddess,Final Fantasy XI: Wings of the Goddess
469,2007,THQ,1.141111111111111,7.111111111111111,Ratatouille,Titan Quest: Immortal Throne,Titan Quest: Immortal Throne,Ratatouille
470,2007,Tommo,0.06,2.0,Spy Games: Elevator Mission,Spy Games: Elevator Mission,Spy Games: Elevator Mission,Spy Games: Elevator Mission
471,2007,UFO Interactive,0.07,1.5,Anubis II,Anubis II,Anubis II,Anubis II
472,2007,Ubisoft,1.4266666666666665,5.766666666666667,Assassin's Creed,Driver: Parallel Lines,Naruto: Rise of a Ninja,Imagine: Fashion Designer
473,2007,Warner Bros. Interactive,0.355,5.65,300: March to Glory,Looney Tunes: Duck Amuck,Looney Tunes: Duck Amuck,300: March to Glory
474,2007,Xseed Games,0.1925,6.5,Wild ARMs 5,Brave Story: New Traveler (US sales),Brave Story: New Traveler (US sales),Valhalla Knights
475,2008,2K Games,1.155,6.1,Sid Meier's Civilization Revolution,Don King Presents: Prizefighter,Sid Meier's Civilization Revolution,Don King Presents: Prizefighter
476,2008,2K Sports,1.153333333333333,7.1000000000000005,NBA 2K9,Major League Baseball 2K8,Top Spin 3,Major League Baseball 2K8
477,2008,505 Games,0.04999999999999995,4.5,Battle Fantasia,A-Train HX,Battle Fantasia,A-Train HX
478,2008,Activision,3.5518181818181818,6.5636363636363635,Call of Duty: World at War,NPPL Championship Paintball 2009,Guitar Hero: World Tour,Crash: Mind Over Mutant
479,2008,Agetec,0.04,7.0,Fading Shadows,Fading Shadows,Fading Shadows,Fading Shadows
480,2008,Aksys Games,0.05,7.25,From The Abyss,Castle of Shikigami III,From The Abyss,Castle of Shikigami III
481,2008,Atari,0.34285714285714286,6.6571428571428575,Dragon Ball Z: Burst Limit,King's Bounty: The Legend,King's Bounty: The Legend,Alone In The Dark
482,2008,Atlus,0.1725,7.125,Shin Megami Tensei: Persona 3 FES,Izuna 2: The Unemployed Ninja Returns,Shin Megami Tensei: Persona 3 FES,Baroque
483,2008,Bethesda Softworks,5.5249999999999995,8.100000000000001,Fallout 3,Command & Conquer: Red Alert 3,Fallout 3,Command & Conquer: Red Alert 3
484,2008,Capcom,0.9800000000000001,7.42,Devil May Cry 4,Lost Planet: Extreme Condition Colonies Edition,Devil May Cry 4,Lost Planet: Extreme Condition
485,2008,Codemasters,0.9066666666666667,5.733333333333333,GRID,Turning Point: Fall of Liberty,GRID,Turning Point: Fall of Liberty
486,2008,Conspiracy Entertainment,0.06,6.7,Octomania,Octomania,Octomania,Octomania
487,2008,Crave Entertainment,0.155,5.95,World Championship Cards,Pinball Hall of Fame: The Williams Collection,Pinball Hall of Fame: The Williams Collection,World Championship Cards
488,2008,D3 Publisher,0.5433333333333333,6.8999999999999995,Dark Sector,Bangai-O Spirits,Bangai-O Spirits,Ben 10: Alien Force
489,2008,Destineer,0.1,4.05,Iron Chef America: Supreme Cuisine,Animal Boxing,Animal Boxing,Iron Chef America: Supreme Cuisine
490,2008,Disney Interactive Studios,1.8,6.9,Pure,The Chronicles of Narnia: Prince Caspian,Spectrobes: Beyond the Portals,The Chronicles of Narnia: Prince Caspian
491,2008,EA Sports,2.111666666666667,6.516666666666667,FIFA Soccer 09,NCAA Football 09 All-Play,FIFA Soccer 09,Tiger Woods PGA Tour 09
492,2008,Eidos Interactive,0.8574999999999999,6.45,Tomb Raider: Underworld,Soul Bubbles,Death Jr.: Root of Evil,Conflict: Denied Ops
493,2008,Electronic Arts,1.628125,7.28125,Need for Speed: Undercover,Madden NFL 09 All-Play (weekly US sales),NHL 09,Need for Speed: Undercover
494,2008,Gamecock,0.17999999999999997,5.1000000000000005,Legendary,Stronghold Crusader Extreme,Hail to the Chimp,Legendary
495,2008,"Genius Products, Inc.",0.08,5.0,Line Rider 2: Unbound,Line Rider 2: Unbound,Line Rider 2: Unbound,Line Rider 2: Unbound
496,2008,Hudson Entertainment,0.12000000000000001,6.05,Bomberman Land,Dungeon Explorer: Warriors of Ancient Arts,Dungeon Explorer: Warriors of Ancient Arts,Bomberman Land
497,2008,Ignition Entertainment,0.1,5.2,Metal Slug 7,Vampire Rain: Altered Species,Metal Slug 7,Vampire Rain: Altered Species
498,2008,JoWood Productions,0.0,4.4,Gothic 3: Forsaken Gods,Gothic 3: Forsaken Gods,Gothic 3: Forsaken Gods,Gothic 3: Forsaken Gods
499,2008,KOEI,0.27,5.825,Warriors Orochi 2,Opoona,Opoona,Warriors Orochi 2
500,2008,Koch Media,0.03,7.0,S.T.A.L.K.E.R.: Clear Sky,S.T.A.L.K.E.R.: Clear Sky,S.T.A.L.K.E.R.: Clear Sky,S.T.A.L.K.E.R.: Clear Sky
501,2008,Konami,1.4700000000000002,6.825,Pro Evolution Soccer 2008,New International Track & Field,Metal Gear Solid: The Essential Collection,Rock Revolution
502,2008,Konami Digital Entertainment,0.0,8.1,Metal Gear Online,Metal Gear Online,Metal Gear Online,Metal Gear Online
503,2008,LucasArts,5.583333333333333,6.1000000000000005,LEGO Indiana Jones: The Original Adventures,Fracture,LEGO Indiana Jones: The Original Adventures,Fracture
504,2008,MTV Games,2.7700000000000005,7.300000000000001,Rock Band 2,AC/DC LIVE: Rock Band Track Pack,Rock Band 2,AC/DC LIVE: Rock Band Track Pack
505,2008,Majesco,0.07500000000000001,7.5,"Blast Works: Build, Trade, Destroy",Air Traffic Chaos,"Blast Works: Build, Trade, Destroy",Air Traffic Chaos
506,2008,Microsoft,0.48,5.1,You're in the Movies,You're in the Movies,You're in the Movies,You're in the Movies
507,2008,Microsoft Game Studios,0.62,7.457142857142857,Lost Odyssey,Banjo-Kazooie,Viva Pinata: Trouble in Paradise,Too Human
508,2008,Midway Games,1.8399999999999999,6.3999999999999995,Mortal Kombat vs DC Universe,Blitz: The League II,Mortal Kombat vs DC Universe,TNA iMPACT!
509,2008,Mumbo Jumbo,0.02,3.5,Chicken Hunter,Chicken Hunter,Chicken Hunter,Chicken Hunter
510,2008,NIS America,0.20750000000000002,7.25,Disgaea 3: Absence of Justice,Mana Khemia: Alchemists of Al-Revis (JP sales),Disgaea DS,Mana Khemia: Alchemists of Al-Revis
511,2008,Namco Bandai,0.58,7.340000000000001,Tales of Vesperia,Culdcept SAGA,Tales of Vesperia,Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress
512,2008,Namco Bandai Games,0.01,8.4,Soul Calibur IV,Soul Calibur IV,Soul Calibur IV,Soul Calibur IV
513,2008,Natsume,0.52,7.9,Rune Factory 2: A Fantasy Harvest Moon,Rune Factory 2: A Fantasy Harvest Moon,Rune Factory 2: A Fantasy Harvest Moon,Rune Factory 2: A Fantasy Harvest Moon
514,2008,Nintendo,0.4375,7.15,Endless Ocean,Captain Rainbow,Advance Wars: Days of Ruin,Disaster: Day of Crisis
515,2008,O~3 Entertainment,0.04,6.8,Chaos Wars,Chaos Wars,Chaos Wars,Chaos Wars
516,2008,Paradox Interactive,0.02,7.2,Mount & Blade,Mount & Blade,Mount & Blade,Mount & Blade
517,2008,Rockstar Games,7.510000000000001,7.875,Grand Theft Auto IV,Midnight Club: LA Remix,Grand Theft Auto IV,Bully: Scholarship Edition
518,2008,SNK Playmore,0.15,6.7,SNK Arcade Classics Vol. 1,SNK Arcade Classics Vol. 1,SNK Arcade Classics Vol. 1,SNK Arcade Classics Vol. 1
519,2008,Sega,1.5735714285714286,6.2,Sega Superstars Tennis,Space Siege,Condemned 2: Bloodshot,Golden Axe: Beast Rider
520,2008,Sierra Entertainment,0.39,7.6,Robert Ludlum's The Bourne Conspiracy,Robert Ludlum's The Bourne Conspiracy,Robert Ludlum's The Bourne Conspiracy,Robert Ludlum's The Bourne Conspiracy
521,2008,Sony Computer Entertainment,0.555,7.65625,SOCOM: U.S. Navy SEALs Confrontation,Buzz! Brain Bender,Patapon,SOCOM: U.S. Navy SEALs Confrontation
522,2008,SouthPeak Interactive,0.18,7.3,Mushroom Men: The Spore Wars,Mushroom Men: The Spore Wars,Mushroom Men: The Spore Wars,Mushroom Men: The Spore Wars
523,2008,Square Enix,0.605,7.65,Kingdom Hearts Re: Chain of Memories,Space Invaders Extreme,Space Invaders Extreme,Kingdom Hearts Re: Chain of Memories
524,2008,THQ,1.1139999999999999,6.42,Saints Row 2,"Warhammer 40,000: Dawn of War: Soulstorm",Age of Empires: Mythologies,Destroy All Humans! Path of the Furon
525,2008,Take-Two Interactive,0.03,9.0,World of Goo,World of Goo,World of Goo,World of Goo
526,2008,The Adventure Company,0.15,7.1,Sam & Max: Season One,Sam & Max: Season One,Sam & Max: Season One,Sam & Max: Season One
527,2008,Touchstone,0.75,6.6,Turok,Turok,Turok,Turok
528,2008,Ubisoft,1.0921739130434782,6.447826086956522,Tom Clancy's Rainbow Six: Vegas 2,Brothers in Arms: Hell's Highway,Far Cry 2,Petz: Crazy Monkeyz
529,2008,Valve,0.0,9.2,Team Fortress 2,Team Fortress 2,Team Fortress 2,Team Fortress 2
530,2008,Warner Bros. Interactive,6.92,7.25,LEGO Batman: The Videogame,FlatOut: Head On,FlatOut: Head On,LEGO Batman: The Videogame
531,2008,Xseed Games,0.23,5.0,Valhalla Knights 2,Valhalla Knights 2,Valhalla Knights 2,Valhalla Knights 2
532,2009,2K Games,5.7700000000000005,8.2,Borderlands,Borderlands,Borderlands,Borderlands
533,2009,2K Sports,0.9199999999999999,5.975,NBA 2K10,Major League Baseball 2K9,NHL 2K10,NBA 2K10
534,2009,505 Games,0.94,5.0,IL-2 Sturmovik: Birds of Prey,IL-2 Sturmovik: Birds of Prey,IL-2 Sturmovik: Birds of Prey,IL-2 Sturmovik: Birds of Prey
535,2009,Activision,2.6131818181818183,6.572727272727272,Call of Duty: Modern Warfare 2,Chaotic: Shadow Warriors,Call of Duty: Modern Warfare 2,Transformers: Revenge of the Fallen
536,2009,Agetec,0.52,6.5,Way of the Samurai 3,Way of the Samurai 3,Way of the Samurai 3,Way of the Samurai 3
537,2009,Aksys Games,0.48000000000000004,7.75,BlazBlue: Calamity Trigger,Guilty Gear XX Accent Core Plus,BlazBlue: Calamity Trigger,Guilty Gear XX Accent Core Plus
538,2009,Aspyr,0.015,8.0,Men of War,Cryostasis: Sleep of Reason,Men of War,Cryostasis: Sleep of Reason
539,2009,Atari,0.765,6.475,Ghostbusters: The Video Game,Demigod,The Chronicles of Riddick: Assault on Dark Athena,Ready 2 Rumble Revolution
540,2009,Atlus,0.13666666666666666,6.95,Kenka Bancho: Badass Rumble,Crimson Gem Saga,Knights in the Nightmare,Class of Heroes
541,2009,Bethesda Softworks,0.68,4.7,Wet,Rogue Warrior,Wet,Rogue Warrior
542,2009,CDV Software Entertainment,1.15,7.0,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel,Sacred 2: Fallen Angel
543,2009,Capcom,2.0444444444444443,7.177777777777777,Resident Evil 5,Fate/Unlimited Codes Portable,Street Fighter IV,Mega Man Star Force 3: Black Ace / Red Joker
544,2009,Codemasters,1.0171428571428571,6.0,DiRT 2,Damnation,Operation Flashpoint: Dragon Rising,Damnation
545,2009,Conspiracy Entertainment,0.64,7.4,Real Heroes: Firefighter,Real Heroes: Firefighter,Real Heroes: Firefighter,Real Heroes: Firefighter
546,2009,D3 Publisher,0.305,4.85,Astro Boy: The Video Game,Eat Lead: The Return of Matt Hazard,Eat Lead: The Return of Matt Hazard,Astro Boy: The Video Game
547,2009,Deep Silver,0.27,6.1,Risen,Cursed Mountain,Cursed Mountain,Risen
548,2009,Destineer,0.04,8.6,Stoked: Big Air Edition,Stoked: Big Air Edition,Stoked: Big Air Edition,Stoked: Big Air Edition
549,2009,Disney Interactive Studios,0.8475,7.05,G-Force,Pure (JP sales),Spectrobes: Origins,Disney Sing It: Pop Hits
550,2009,DreamCatcher Interactive,0.1,6.0,Agatha Christie: The ABC Murders,Agatha Christie: The ABC Murders,Agatha Christie: The ABC Murders,Agatha Christie: The ABC Murders
551,2009,EA Sports,3.03,7.7666666666666675,FIFA Soccer 10,NBA Live 10,NHL 10,NBA Live 10
552,2009,Eidos Interactive,2.8733333333333335,6.533333333333334,Batman: Arkham Asylum,ShellShock 2: Blood Trails,Batman: Arkham Asylum,ShellShock 2: Blood Trails
553,2009,Electronic Arts,1.6352000000000002,7.084,The Sims 3,Burnout Paradise: The Ultimate Box,Henry Hatsworth in the Puzzling Adventure,G.I. Joe: The Rise of Cobra
554,2009,Encore,0.02,7.3,Still Life 2,Still Life 2,Still Life 2,Still Life 2
555,2009,From Software,0.03,5.8,Armored Core SL: Silent Line Portable,Armored Core SL: Silent Line Portable,Armored Core SL: Silent Line Portable,Armored Core SL: Silent Line Portable
556,2009,Graffiti,0.052500000000000005,5.425,Rogue Trooper: Quartz Zone Massacre,C.O.R.E.,Rogue Trooper: Quartz Zone Massacre,Air Conflicts: Aces of World War II
557,2009,Hudson Entertainment,0.1,5.5,Miami Law,Miami Law,Miami Law,Miami Law
558,2009,Ignition Entertainment,0.22333333333333336,6.566666666666666,The King of Fighters XII,Nostalgia,Nostalgia,The King of Fighters XII
559,2009,KOEI,0.5800000000000001,6.3,Dynasty Warriors 6 Empires,Dynasty Warriors 6 Empires,Dynasty Warriors 6 Empires,Dynasty Warriors 6 Empires
560,2009,Kalypso,0.14,8.35,Tropico 3,Ceville,Ceville,Tropico 3
561,2009,Konami,0.958888888888889,7.199999999999999,Pro Evolution Soccer 2010,Elebits: The Adventures of Kai and Zero,Suikoden Tierkreis,SAW
562,2009,LucasArts,1.3725,5.25,LEGO Indiana Jones 2: The Adventure Continues,Indiana Jones and the Staff of Kings,Star Wars Battlefront: Elite Squadron,Star Wars The Clone Wars: Republic Heroes
563,2009,MTV Games,2.3200000000000003,8.35,The Beatles: Rock Band,Rock Band Unplugged,The Beatles: Rock Band,Rock Band Unplugged
564,2009,Majesco,0.4325,6.1,Gardening Mama,Major Minor's Majestic March,A Boy and His Blob,Major Minor's Majestic March
565,2009,Marvelous Interactive,0.155,6.4,Avalon Code,"Flower, Sun, and Rain",Avalon Code,"Flower, Sun, and Rain"
566,2009,Mastiff,0.05,6.7,Moon,Moon,Moon,Moon
567,2009,Microsoft,0.33,6.7,Ninja Blade,Ninja Blade,Ninja Blade,Ninja Blade
568,2009,Microsoft Game Studios,5.5,9.2,Forza Motorsport 3,Forza Motorsport 3,Forza Motorsport 3,Forza Motorsport 3
569,2009,NCSoft,0.0,7.4,Aion: Tower of Eternity,Aion: Tower of Eternity,Aion: Tower of Eternity,Aion: Tower of Eternity
570,2009,NIS America,0.16,7.0,Disgaea 2: Dark Hero Days,Puchi Puchi Virus,Mana Khemia 2: Fall of Alchemy,A Witch's Tale
571,2009,Namco Bandai,0.4318181818181818,6.336363636363637,Dragon Ball: Raging Blast,Dragon Ball: Evolution,SoulCalibur: Broken Destiny,Dragon Ball: Evolution
572,2009,Natsume,0.29666666666666663,7.333333333333333,Harvest Moon: Sunshine Islands,Harvest Moon: Frantic Farming,Harvest Moon: Sunshine Islands,Afrika
573,2009,Nintendo,0.555,7.383333333333333,Fossil Fighters,Another Code R: A Journey into Lost Memories,Metroid Prime: Trilogy,Another Code R: A Journey into Lost Memories
574,2009,Nippon Ichi Software,0.11,3.2,Mana Khemia: Student Alliance,Mana Khemia: Student Alliance,Mana Khemia: Student Alliance,Mana Khemia: Student Alliance
575,2009,Nobilis,0.01,8.1,Trine,Trine,Trine,Trine
576,2009,PM Studios,0.13,7.7,DJ Max Fever,DJ Max Fever,DJ Max Fever,DJ Max Fever
577,2009,Paradox Interactive,0.065,7.65,Hearts of Iron III,East India Company,Hearts of Iron III,East India Company
578,2009,Perfect World Entertainment,0.07,8.4,Torchlight,Torchlight,Torchlight,Torchlight
579,2009,Phantom EFX,0.1,4.6,Darkest of Days,Darkest of Days,Darkest of Days,Darkest of Days
580,2009,Playlogic Game Factory,0.14250000000000002,5.175,Fairytale Fights,Sudoku Ball Detective,Obscure: The Aftermath,Infernal: Hell's Vengeance
581,2009,PopCap Games,0.01,8.3,Zuma's Revenge!,Zuma's Revenge!,Zuma's Revenge!,Zuma's Revenge!
582,2009,Rockstar Games,2.4033333333333338,8.700000000000001,Grand Theft Auto: Episodes from Liberty City,Beaterator,Grand Theft Auto: Chinatown Wars,Beaterator
583,2009,Sega,1.508,6.93,Mario & Sonic at the Olympic Winter Games,Football Manager 2010,Football Manager 2010,Stormrise
584,2009,Sony Computer Entertainment,1.2340000000000002,8.006666666666666,Uncharted 2: Among Thieves,LittleBigPlanet: Game of the Year Edition,LittleBigPlanet: Game of the Year Edition,Buzz! Quiz World
585,2009,SouthPeak Interactive,0.182,6.14,X-Blades,Big Bang Mini,Big Bang Mini,Brave: A Warrior's Tale
586,2009,Square Enix,0.365,7.225,Final Fantasy Crystal Chronicles: Echoes of Time,The Last Remnant,Star Ocean: Second Evolution,Final Fantasy Crystal Chronicles: The Crystal Bearers
587,2009,THQ,1.1116666666666666,7.0,UFC 2009 Undisputed,Are You Smarter than a 5th Grader? Game Time,"Warhammer 40,000: Dawn of War II",Are You Smarter than a 5th Grader? Game Time
588,2009,Taito,0.19,8.1,Space Invaders Extreme 2,Space Invaders Extreme 2,Space Invaders Extreme 2,Space Invaders Extreme 2
589,2009,Tecmo,0.12,6.6,Undead Knights,Undead Knights,Undead Knights,Undead Knights
590,2009,Tecmo Koei,0.9099999999999999,7.45,Dynasty Warriors: Strikeforce,Ninja Gaiden Sigma 2,Ninja Gaiden Sigma 2,Dynasty Warriors: Strikeforce
591,2009,UFO Interactive,0.12,7.0,Raiden IV,Raiden IV,Raiden IV,Raiden IV
592,2009,Ubisoft,1.2752380952380953,6.776190476190477,Assassin's Creed II,World in Conflict: Soviet Assault,Might & Magic: Clash of Heroes,James Cameron's Avatar: The Game
593,2009,Valve,0.36,9.0,Left 4 Dead 2,Left 4 Dead 2,Left 4 Dead 2,Left 4 Dead 2
594,2009,Warner Bros. Interactive,0.978,6.42,LEGO Rock Band,Scene It? Bright Lights! Big Screen!,F.E.A.R. 2: Project Origin,Terminator Salvation
595,2009,Xseed Games,0.1825,6.6,Rune Factory: Frontier,JU-ON: The Grudge,Retro Game Challenge,JU-ON: The Grudge
596,2010,2K Games,3.4,7.75,BioShock 2,Mafia II,BioShock 2,Mafia II
597,2010,2K Sports,1.1633333333333333,5.966666666666668,NBA 2K11,NHL 2K11,NBA 2K11,Major League Baseball 2K10
598,2010,505 Games,0.515,4.800000000000001,Naughty Bear,Backbreaker,Backbreaker,Naughty Bear
599,2010,Activision,3.546666666666667,6.641666666666667,Call of Duty: Black Ops,Apache: Air Assault,DJ Hero 2,Transformers: Cybertron Adventures
600,2010,Aksys Games,0.33799999999999997,7.88,BlazBlue: Continuum Shift,BlazBlue: Calamity Trigger Portable,BlazBlue: Continuum Shift,Record of Agarest War
601,2010,Atari,0.02,5.9,Star Trek Online,Star Trek Online,Star Trek Online,Star Trek Online
602,2010,Atlus,0.144,6.68,Shiren the Wanderer,Metal Slug XX,Trauma Team,Naruto Shippuden: Dragon Blade Chronicles
603,2010,Bethesda Softworks,7.25,8.2,Fallout: New Vegas,Fallout: New Vegas,Fallout: New Vegas,Fallout: New Vegas
604,2010,CDV Software Entertainment,0.31,6.0,Divinity II: Ego Draconis,Divinity II: Ego Draconis,Divinity II: Ego Draconis,Divinity II: Ego Draconis
605,2010,Capcom,0.9022222222222224,7.366666666666666,Dead Rising 2,Resident Evil 5: Gold Edition,Resident Evil 5: Gold Edition,Sengoku Basara: Samurai Heroes
606,2010,City Interactive,1.99,4.3,Sniper: Ghost Warrior,Sniper: Ghost Warrior,Sniper: Ghost Warrior,Sniper: Ghost Warrior
607,2010,Codemasters,2.27,8.0,F1 2010,F1 2010,F1 2010,F1 2010
608,2010,Conspiracy Entertainment,0.05,5.0,Rock of the Dead,Rock of the Dead,Rock of the Dead,Rock of the Dead
609,2010,D3 Publisher,0.05,6.15,Blue Dragon: Awakened Shadow,Matt Hazard: Blood Bath and Beyond,Matt Hazard: Blood Bath and Beyond,Blue Dragon: Awakened Shadow
610,2010,Deep Silver,0.4599999999999999,2.5,Prison Break: The Conspiracy,Prison Break: The Conspiracy,Prison Break: The Conspiracy,Prison Break: The Conspiracy
611,2010,Disney Interactive Studios,1.1466666666666667,7.400000000000001,Toy Story 3: The Video Game,Split/Second,Split/Second,Alice in Wonderland
612,2010,EA Sports,3.019,7.5200000000000005,FIFA Soccer 11,NBA Jam,NHL 11,NCAA Football 11
613,2010,Electronic Arts,2.2023076923076923,6.961538461538462,Battlefield: Bad Company 2,Command & Conquer 4: Tiberian Twilight,Mass Effect 2,Army of Two: The 40th Day
614,2010,Focus Home Interactive,0.24,5.0,Blood Bowl,Blood Bowl,Blood Bowl,Blood Bowl
615,2010,From Software,0.03,5.0,Armored Core: Last Raven Portable,Armored Core: Last Raven Portable,Armored Core: Last Raven Portable,Armored Core: Last Raven Portable
616,2010,Funcom,0.03,7.9,Age of Conan: Rise of the Godslayer,Age of Conan: Rise of the Godslayer,Age of Conan: Rise of the Godslayer,Age of Conan: Rise of the Godslayer
617,2010,Headup Games,0.0,4.2,Twin Sector,Twin Sector,Twin Sector,Twin Sector
618,2010,Hudson Soft,0.16666666666666666,4.933333333333334,DECA Sports Freedom,Rooms: The Main Building,Rooms: The Main Building,DECA Sports Freedom
619,2010,Ignition Entertainment,0.26,6.0,Deadly Premonition,Deadly Premonition,Deadly Premonition,Deadly Premonition
620,2010,JoWood Productions,0.27,5.8,Arcania: Gothic 4,Arcania: Gothic 4,Arcania: Gothic 4,Arcania: Gothic 4
621,2010,KOEI,0.07,6.0,Again,Again,Again,Again
622,2010,Kalypso,0.12000000000000001,6.550000000000001,DarkStar One: Broken Alliance,Patrician IV,Patrician IV,DarkStar One: Broken Alliance
623,2010,Konami,0.8779999999999999,6.590000000000001,Pro Evolution Soccer 2011,Puzzle Chronicles,Metal Gear Solid: Peace Walker,Saw II: Flesh & Blood
624,2010,LucasArts,3.98,4.0,Star Wars: The Force Unleashed II,Star Wars: The Force Unleashed II,Star Wars: The Force Unleashed II,Star Wars: The Force Unleashed II
625,2010,MTV Games,1.5,8.15,Rock Band 3,Green Day: Rock Band,Rock Band 3,Green Day: Rock Band
626,2010,Majesco,0.38000000000000006,5.366666666666667,Tetris Party Deluxe,Data East Arcade Classics,Tetris Party Deluxe,Babysitting Mama
627,2010,Microsoft Game Studios,3.483333333333333,7.533333333333334,Halo: Reach,Crackdown 2,Halo: Reach,Kinect Joy Ride
628,2010,NIS America,0.184,6.640000000000001,"Sakura Wars: So Long, My Love",Last Rebellion,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,Last Rebellion
629,2010,Namco Bandai,0.5740000000000001,6.37,Dragon Ball: Raging Blast 2,Clash of the Titans: The Videogame,Enslaved: Odyssey to the West,Clash of the Titans: The Videogame
630,2010,Natsume,0.285,7.9,Rune Factory 3: A Fantasy Harvest Moon,Lufia: Curse of the Sinistrals,Rune Factory 3: A Fantasy Harvest Moon,Lufia: Curse of the Sinistrals
631,2010,Nintendo,0.5766666666666667,7.016666666666667,Metroid: Other M,Last Window: The Secret of Cape West,Picross 3D,FlingSmash
632,2010,Paradox Interactive,0.005,7.199999999999999,Lionheart: Kings' Crusade,Victoria II,Victoria II,Lionheart: Kings' Crusade
633,2010,PopCap Games,1.38,8.1,Plants vs. Zombies,Plants vs. Zombies,Plants vs. Zombies,Plants vs. Zombies
634,2010,Rockstar Games,7.68,9.75,Red Dead Redemption,Red Dead Redemption: Undead Nightmare,Red Dead Redemption: Undead Nightmare,Red Dead Redemption
635,2010,Sega,1.041764705882353,7.082352941176471,Sonic & SEGA All-Stars Racing,Infinite Space,Football Manager 2011,Sonic Free Riders
636,2010,Sony Computer Entertainment,0.8311764705882352,6.835294117647059,Sports Champions,echoshift,PixelJunk Monsters Deluxe,Kung Fu Rider
637,2010,SouthPeak Interactive,0.06,6.333333333333333,Dementium II,Crime Scene,Crime Scene,TNA iMPACT: Cross the Line
638,2010,Square Enix,2.077142857142857,7.457142857142857,Final Fantasy XIII,Supreme Commander 2,Supreme Commander 2,Kane & Lynch 2: Dog Days
639,2010,THQ,1.1833333333333333,7.766666666666666,UFC Undisputed 2010,"Warhammer 40,000: Dawn of War II - Chaos Rising","Warhammer 40,000: Dawn of War II - Chaos Rising",WWE SmackDown vs. Raw 2011
640,2010,Team17 Software,0.05,8.5,Worms Reloaded,Worms Reloaded,Worms Reloaded,Worms Reloaded
641,2010,Tecmo,0.2,4.5,Dead or Alive Paradise,Dead or Alive Paradise,Dead or Alive Paradise,Dead or Alive Paradise
