title,total_sales,release_date,critic_score,genre,publisher
Brave: A Warrior's Tale,0.12,2009-08-04,4.4,Action,SouthPeak Interactive
Bravo Air Race,0.14,1997-09-30,5.3,Racing,THQ
Breach,0.01,2011-01-26,6.5,Shooter,Destineer
Breakout,0.11,2000-09-22,4.9,Puzzle,Hasbro Interactive
Breath of Fire,0.22,2001-12-13,7.8,Role-Playing,Capcom
Breath of Fire II,0.55,1995-12-01,8.3,Role-Playing,Capcom
Breath of Fire III,1.04,1998-04-30,6.0,Role-Playing,Capcom
Breath of Fire IV,0.56,2000-11-28,8.4,Role-Playing,Capcom
Breath of Fire: Dragon Quarter,0.19,2003-02-16,7.6,Role-Playing,Capcom
Brian Lara International Cricket 2007,0.01,2007-03-23,7.3,Sports,Codemasters
Brink,1.95,2011-05-10,6.8,Shooter,Bethesda Softworks
Britney's Dance Beat,0.22,2002-03-25,6.3,Misc,THQ
Broken Sword II: The Smoking Mirror,0.06,1999-11-14,7.3,Adventure,Crave Entertainment
Broken Sword: Shadow of the Templars - The Director's Cut,0.24,2009-03-24,7.5,Adventure,Ubisoft
Broken Sword: The Shadow of the Templars,0.06,2002-03-17,8.1,Adventure,BAM! Entertainment
Brothers In Arms: D-Day,0.46,2006-12-05,6.8,Shooter,Ubisoft
Brothers In Arms: Hell's Highway,1.81,2008-09-23,6.0,Shooter,Ubisoft
Brothers in Arms: Double Time,0.13,2008-09-23,4.6,Shooter,Ubisoft
Brothers in Arms: Hell's Highway,0.02,2008-10-07,6.0,Shooter,Ubisoft
Bruce Lee: Return of the Legend,0.01,2003-03-28,8.4,Action,Vivendi Games
Brunswick Circuit Pro Bowling,0.18,1998-09-30,8.2,Sports,THQ
Brunswick Circuit Pro Bowling 2,0.11,2000-01-31,7.0,Sports,THQ
Brunswick Pro Bowling,0.21,2007-08-28,6.5,Sports,Crave Entertainment
Brutal Legend,1.91,2009-10-13,7.9,Action,Electronic Arts
Bubble Bobble: Old & New,0.06,2004-09-28,5.5,Puzzle,Empire Interactive
Bubsy 3D,0.19,1996-11-26,5.8,Platform,Accolade
Buck Bumble,0.16,1998-09-30,6.8,Action,Ubisoft
Buffy the Vampire Slayer: Wrath of the Darkhul King,0.03,2003-06-24,4.6,Action,THQ
Bugriders: The Race of Kings,0.02,1997-11-01,3.0,Racing,GT Interactive
Bugs Bunny & Taz: Time Busters,0.21,2000-11-24,8.0,Adventure,Infogrames
Bugs Bunny: Lost in Time,0.4,1999-05-31,7.0,Platform,Infogrames
Bullet Witch,0.1,2007-02-27,6.6,Shooter,Atari
Bulletstorm,1.72,2011-02-22,8.4,Shooter,Electronic Arts
Bully: Scholarship Edition,1.62,2008-03-04,6.6,Action,Rockstar Games
Burning Road,0.12,1996-11-12,6.0,Racing,Playmates
Burnout,0.3,2002-04-29,7.7,Racing,Acclaim Entertainment
Burnout 3: Takedown,3.99,2004-09-07,9.3,Racing,Electronic Arts
Burnout Dominator,0.45,2007-03-06,7.8,Racing,Electronic Arts
Burnout Legends,1.03,2005-09-13,3.8,Racing,Electronic Arts
Burnout Paradise,3.3,2008-01-22,8.9,Racing,Electronic Arts
Burnout Paradise Remastered,0.48,2018-03-16,8.0,Racing,Electronic Arts
Burnout Paradise: The Ultimate Box,0.07,2009-02-06,9.0,Racing,Electronic Arts
Burnout Revenge,1.4,2005-09-13,8.8,Racing,Electronic Arts
Bushido Blade,1.16,1997-09-30,8.2,Fighting,Sony Computer Entertainment
Bushido Blade 2,0.68,1998-02-28,7.5,Fighting,Square EA
Bust A Groove,0.54,1998-10-31,7.7,Misc,989 Studios
Bust A Groove 2,0.26,1999-03-31,7.0,Misc,Enix
Bust-A-Move '99,0.32,1999-02-28,7.7,Puzzle,Acclaim Entertainment
Bust-A-Move 2 Arcade Edition,0.2,1996-03-29,6.9,Puzzle,Acclaim Entertainment
Bust-A-Move 4,0.22,1998-10-31,7.8,Puzzle,Natsume
Bust-A-Move Deluxe,0.14,2006-04-04,7.1,Puzzle,Majesco
Bust-A-Move Universe,0.31,2011-03-27,5.6,Puzzle,Square Enix
Buster Bros. Collection,0.07,1997-04-18,6.9,Puzzle,Capcom
Butt Ugly Martians: B.K.M. Battles,0.25,2002-10-01,6.0,Action,Knowledge Adventure
Buzz! Brain Bender,0.0,2008-11-28,6.5,Puzzle,Sony Computer Entertainment
Buzz! Master Quiz,0.9,2008-09-23,7.0,Misc,Sony Computer Entertainment
Buzz! Quiz TV,0.88,2008-09-23,7.9,Misc,Sony Computer Entertainment
Buzz! Quiz World,0.01,2009-12-18,5.9,Misc,Sony Computer Entertainment
C.O.P.: The Recruit,0.08,2009-11-03,5.7,Action,Ubisoft
C.O.R.E.,0.04,2009-08-11,4.4,Shooter,Graffiti
C: The Contra Adventure,0.07,1998-09-01,4.2,Shooter,Konami
CIMA: The Enemy,0.03,2003-11-17,6.8,Role-Playing,Natsume
CT Special Forces,0.03,2004-01-04,5.9,Action,Hip Interactive
CT Special Forces 2: Back in the Trenches,0.01,2004-06-29,7.4,Shooter,Hip Interactive
Cabela's Big Game Hunter 2010,1.7,2009-09-29,5.5,Sports,Activision
Cabela's Dangerous Hunts 2,0.03,2005-11-16,6.5,Sports,Activision
Call of Duty,0.01,2003-10-29,7.0,Shooter,Activision
Call of Duty 2,2.12,2005-10-25,7.0,Shooter,Activision
Call of Duty 2: Big Red One,3.0,2005-11-01,7.5,Shooter,Activision
Call of Duty 3,7.5200000000000005,2006-11-07,6.8,Shooter,Activision
Call of Duty 4: Modern Warfare,18.33,2007-11-05,7.3,Shooter,Activision
Call of Duty Black Ops: Declassified,1.71,2012-11-13,3.2,Shooter,Activision
Call of Duty: Advanced Warfare,21.78,2014-11-04,8.3,Shooter,Activision
Call of Duty: Black Ops,30.990000000000002,2010-11-09,7.0,Shooter,Activision
Call of Duty: Black Ops 3,15.09,2015-11-06,8.1,Shooter,Activision
Call of Duty: Black Ops II,28.080000000000002,2012-11-13,8.0,Shooter,Activision
Call of Duty: Finest Hour,0.4,2004-11-16,7.7,Shooter,Activision
Call of Duty: Ghosts,28.8,2013-11-05,6.9,Shooter,Activision
Call of Duty: Infinite Warfare,8.48,2016-11-04,7.9,Shooter,Activision
Call of Duty: Modern Warfare 2,25.02,2009-11-10,9.0,Shooter,Activision
Call of Duty: Modern Warfare 3,30.71,2011-11-08,4.5,Shooter,Activision
Call of Duty: Modern Warfare Remastered,0.82,2017-06-27,7.9,Shooter,Activision
Call of Duty: Modern Warfare: Mobilized,0.41,2009-11-10,7.6,Shooter,Activision
Call of Duty: Modern Warfare: Reflex Edition,1.51,2009-11-10,7.2,Shooter,Activision
Call of Duty: Roads to Victory,2.14,2007-03-13,6.1,Shooter,Activision
Call of Duty: WWII,13.4,2017-11-03,8.1,Shooter,Activision
Call of Duty: World at War,15.94,2008-11-10,7.4,Shooter,Activision
Call of Duty: World at War Final Fronts,1.72,2008-11-10,6.8,Shooter,Activision
Call of Juarez,0.19,2007-06-07,6.7,Shooter,Ubisoft
Call of Juarez: Bound in Blood,1.48,2009-06-30,7.6,Shooter,Ubisoft
Call of Juarez: The Cartel,0.6799999999999999,2011-07-19,4.5,Shooter,Ubisoft
Calling,0.11,2010-03-09,4.8,Adventure,Hudson Soft
Capcom Classics Collection Reloaded,0.33,2006-10-24,7.1,Misc,Capcom
Capcom Classics Collection Remixed,0.3,2006-03-22,7.7,Misc,Capcom
Capcom Classics Mini Mix,0.0,2006-09-19,6.5,Misc,Capcom
Capcom Puzzle World,0.01,2007-02-06,7.4,Puzzle,Capcom
Capcom vs. SNK,0.22,2000-11-09,8.8,Fighting,Capcom
Capcom vs. SNK 2: Mark of the Millennium 2001,0.75,2001-11-06,7.9,Fighting,Capcom
Capcom vs. SNK: Millennium Fight 2000 Pro,0.05,2001-06-14,6.9,Fighting,Capcom
Captain America: Super Soldier,0.51,2011-07-19,5.0,Action,Sega
Captain Rainbow,0.01,2008-08-28,7.0,Adventure,Nintendo
Captain Toad: Treasure Tracker,0.19,2018-07-13,8.5,Puzzle,Nintendo
Car Battler Joe,0.02,2002-10-21,7.9,Role-Playing,Mindscape
Cardinal Syn,0.15,1998-06-30,5.2,Fighting,989 Studios
Carmageddon 64,0.01,1999-12-05,1.3,Action,Titus
Carnage Heart,0.11,1997-01-31,7.1,Strategy,Sony Computer Entertainment
Carnival Games,4.06,2007-08-28,4.2,Misc,Global Star Software
Carol Vorderman's Sudoku,0.36000000000000004,2007-03-06,7.4,Puzzle,Eidos Interactive
Cars,3.52,2006-06-06,4.5,Racing,THQ
Cars 2,3.15,2011-06-21,6.5,Racing,Disney Interactive Studios
Cart World Series,0.3,1997-09-16,7.0,Racing,Sony Computer Entertainment
Cartoon Network Block Party,0.05,2004-08-05,4.0,Misc,Majesco
Cartoon Network: Battle Crashers,0.12,2016-11-08,1.5,Action,GameMill Entertainment
Cartoon Network: Punch Time Explosion,0.1,2011-06-02,5.6,Fighting,Crave Entertainment
Casper,0.83,1996-09-17,4.9,Adventure,Interplay
Castle of Shikigami III,0.04,2008-05-13,7.2,Shooter,Aksys Games
Castlevania,0.64,1999-01-26,7.6,Platform,Konami
Castlevania Chronicles,0.13,2001-10-08,7.2,Platform,Konami
Castlevania Double Pack,0.1,2006-01-11,9.0,Platform,Konami
Castlevania Judgment,0.16,2008-11-18,4.6,Fighting,Konami
Castlevania: Aria of Sorrow,0.28,2003-05-06,8.8,Platform,Konami
Castlevania: Curse of Darkness,0.54,2005-11-01,7.2,Action,Konami
Castlevania: Dawn of Sorrow,0.43,2005-10-04,8.9,Platform,Konami
Castlevania: Harmony of Dissonance,0.26,2002-09-16,8.6,Platform,Konami
Castlevania: Lament of Innocence,0.94,2003-10-21,8.1,Action,Konami
Castlevania: Lords of Shadow,1.77,2010-10-05,7.9,Action,Konami
Castlevania: Lords of Shadow - Mirror of Fate,0.16,2013-03-05,7.2,Action-Adventure,Konami Digital Entertainment
Castlevania: Lords of Shadow - Reverie,0.03,2011-03-22,7.0,Action,Konami
Castlevania: Order of Ecclesia,0.37,2008-10-21,8.2,Platform,Konami
Castlevania: Portrait of Ruin,0.4,2006-12-05,8.5,Platform,Konami
Castlevania: Symphony of the Night,1.27,1997-10-02,9.3,Platform,Konami
Castlevania: The Dracula X Chronicles,0.42,2007-10-23,8.0,Platform,Konami
Castrol Honda Superbike Racing,0.13,1999-05-25,3.9,Racing,Electronic Arts
Catherine,1.02,2011-07-26,7.9,Puzzle,Atlus
Catwoman,0.34,2004-07-20,4.6,Action,Electronic Arts
Cave Story 3D,0.15,2011-11-08,8.2,Platform,NIS America
Cel Damage,0.18,2001-11-14,5.7,Racing,Electronic Arts
Centipede,0.65,1999-04-30,5.9,Shooter,Hasbro Interactive
Centipede / Breakout / Warlords,0.07,2005-08-21,5.6,Misc,"Destination Software, Inc"
Ceville,0.02,2009-04-09,9.0,Adventure,Kalypso
Champions of Norrath,1.28,2004-02-10,8.5,Role-Playing,Sony Online Entertainment
Champions: Return to Arms,0.65,2005-02-07,7.7,Role-Playing,Sony Online Entertainment
Championship Bass,0.32,2000-03-07,7.1,Sports,EA Sports
Championship Manager 2006,0.0,2006-04-07,7.8,Strategy,DTMC
Championship Motocross 2001 featuring Ricky Carmichael,0.14,2001-01-30,6.8,Racing,THQ
Championship Motocross featuring Ricky Carmichael,0.58,1999-09-15,7.5,Racing,THQ
Championship Surfer,0.06,2000-12-04,7.2,Sports,Mattel Interactive
Chaos Legion,0.3,2003-08-06,6.2,Action,Capcom
Chaos Wars,0.04,2008-06-03,6.8,Strategy,O~3 Entertainment
Chaotic: Shadow Warriors,0.16,2009-11-17,6.2,Action,Activision
Charlie Blasts Territory,0.03,1999-04-30,5.9,Action,Kemco
Charlie and the Chocolate Factory,0.18,2005-07-11,3.9,Adventure,Global Star Software
Charlie's Angels,0.02,2003-07-09,2.5,Action,Ubisoft
Chessmaster,0.04,2002-08-28,7.5,Misc,Ubisoft
Chessmaster II,0.15,1999-05-31,7.5,Strategy,Mindscape
Chibi-Robo! Plug into Adventure!,0.39,2006-02-06,7.4,Adventure,Nintendo
Chibi-Robo! Zip Lash,0.32,2015-10-09,5.5,Platform,Nintendo
Chicken Hunter,0.02,2008-03-04,3.5,Shooter,Mumbo Jumbo
Chicken Run,0.13,2000-11-15,6.3,Adventure,Eidos Interactive
Chicken Shoot,0.35,2007-07-05,3.0,Action,"Destination Software, Inc"
Child of Eden,0.66,2011-06-14,7.7,Shooter,Ubisoft
Children of Mana,0.48,2006-11-01,7.0,Role-Playing,Nintendo
Chocobo Racing,0.44,1999-07-31,5.4,Racing,Square EA
Chocobo's Dungeon 2,0.7,1999-11-30,6.2,Role-Playing,Square EA
ChuChu Rocket!,0.09,2001-06-10,8.1,Puzzle,Sega
Circuit Breakers,0.07,1998-09-02,5.9,Racing,Mindscape
Cities XL 2012,0.06,2011-10-20,6.0,Strategy,Focus Home Interactive
Civilization II,0.28,1998-01-20,8.2,Strategy,Activision
Clash of the Titans: The Videogame,0.16,2010-07-27,3.8,Action,Namco Bandai
Class of Heroes,0.14,2009-06-09,5.4,Role-Playing,Atlus
Classic NES Series: Bomberman,0.11,2004-06-02,5.4,Puzzle,Nintendo
Classic NES Series: Castlevania,0.33,2004-10-25,7.4,Platform,Nintendo
Classic NES Series: Donkey Kong,0.17,2004-06-02,6.5,Platform,Nintendo
Classic NES Series: Dr. Mario,0.13,2004-10-25,6.1,Puzzle,Nintendo
Classic NES Series: Excitebike,0.1,2004-06-02,6.4,Racing,Nintendo
Classic NES Series: Ice Climber,0.2,2004-06-02,6.1,Platform,Nintendo
Classic NES Series: Metroid,0.07,2004-10-25,5.2,Adventure,Nintendo
Classic NES Series: Pac-Man,0.46,2004-06-02,5.7,Puzzle,Nintendo
Classic NES Series: The Legend of Zelda,0.24,2004-06-02,8.4,Adventure,Nintendo
Classic NES Series: Xevious,0.12,2004-06-02,6.4,Shooter,Nintendo
Classic NES Series: Zelda II: The Adventure of Link,0.7,2004-10-25,6.6,Adventure,Nintendo
ClayFighter 63 1/3,0.21,1997-09-30,3.1,Fighting,Interplay
Clive Barker's Jericho,0.53,2007-10-23,5.8,Shooter,Codemasters
Clock Tower,0.53,1997-09-30,6.1,Adventure,ASCII Entertainment
Clock Tower 3,0.33,2003-03-18,7.0,Adventure,Capcom
Clock Tower II: The Struggle Within,0.17,1999-10-31,4.4,Adventure,Agetec
Cloudy With A Chance of Meatballs,0.11,2009-09-15,6.7,Adventure,Ubisoft
Cloudy With a Chance of Meatballs,0.27,2009-09-15,6.0,Adventure,Ubisoft
Club Penguin: Elite Penguin Force,3.14,2008-11-25,7.0,Adventure,Disney Interactive Studios
Code Name: S.T.E.A.M.,0.22,2015-03-13,8.0,Strategy,Nintendo
Code of  Princess EX,0.03,2018-07-31,7.2,Action,Nicalis
Code of Princess,0.2,2012-10-09,7.2,Action-Adventure,Atlus
Coded Arms,0.75,2005-07-06,6.1,Shooter,Konami
Codename Tenka,0.09,1997-05-31,7.0,Shooter,Sony Computer Entertainment
Colin McRae Rally,2.87,2000-01-31,7.9,Racing,Sony Computer Entertainment
Colin McRae Rally 2.0,0.93,2000-12-05,8.3,Racing,Codemasters
College Hoops 2K6,0.47,2005-11-21,6.5,Sports,2K Sports
College Hoops 2K7,0.39,2006-11-20,7.9,Sports,2K Sports
Colony Wars,0.42,1997-11-04,8.8,Simulation,Psygnosis
Colony Wars III: Red Sun,0.12,2000-06-02,8.1,Simulation,Midway Games
Colony Wars: Vengeance,0.23,1998-11-04,8.6,Simulation,Psygnosis
Combat of Giants: Dinosaurs 3D,0.39,2011-03-22,4.3,Strategy,Ubisoft
Command & Conquer,0.4,1997-02-28,8.4,Strategy,Westwood Studios
Command & Conquer 3: Kane's Wrath,0.24,2008-06-23,7.0,Strategy,Electronic Arts
Command & Conquer 3: Tiberium Wars,0.42,2007-05-08,7.6,Strategy,Electronic Arts
Command & Conquer 4: Tiberian Twilight,0.01,2010-03-16,6.6,Strategy,Electronic Arts
Command & Conquer: Generals,0.01,2003-02-10,8.6,Strategy,Electronic Arts
Command & Conquer: Red Alert,0.41,1997-10-31,7.8,Strategy,Westwood Studios
Command & Conquer: Red Alert 2,1.34,2000-10-21,8.9,Strategy,Electronic Arts
Command & Conquer: Red Alert 3,1.11,2008-10-28,7.4,Strategy,Bethesda Softworks
Command & Conquer: Red Alert 3 Ultimate Edition,0.35,2009-03-23,7.4,Strategy,Electronic Arts
Company of Heroes,0.04,2006-09-13,9.4,Strategy,THQ
Conan,0.19,2007-10-23,7.1,Action,THQ
Condemned 2: Bloodshot,1.02,2008-03-11,8.2,Adventure,Sega
Conduit 2,0.12,2011-04-19,6.3,Shooter,Sega
Conflict: Denied Ops,0.38,2008-02-12,5.2,Shooter,Eidos Interactive
Conflict: Desert Storm,0.08,2003-04-22,6.3,Shooter,Gotham Games
Conflict: Desert Storm II - Back to Bagdhad,0.04,2004-01-07,6.9,Shooter,Gotham Games
Conker's Bad Fur Day,0.77,2001-03-04,9.2,Platform,Rare
Conker: Live And Reloaded,0.71,2005-06-21,8.1,Action-Adventure,Microsoft Game Studios
Contra 4,0.3,2007-11-13,8.1,Shooter,Konami
Contra Advance: The Alien Wars EX,0.11,2002-11-03,6.7,Shooter,Konami
Contra: Legacy of War,0.67,1996-11-30,6.5,Shooter,Konami
Contra: Shattered Soldier,0.58,2002-10-22,7.3,Shooter,Konami
Cooking Mama,5.66,2006-09-12,6.6,Simulation,Majesco
Cooking Mama 2: Dinner With Friends,3.58,2007-11-13,6.9,Simulation,Majesco
Cooking Mama: Cook Off,2.89,2007-03-20,5.9,Simulation,Majesco
Cooking Mama: Sweet Shop,0.07,2017-05-16,6.0,Simulation,Rising Star Games
Corvette,0.28,2003-11-11,4.9,Racing,TDK Mediactive
Crackdown 2,1.12,2010-07-06,7.5,Shooter,Microsoft Game Studios
Crash Bandicoot 2: N-Tranced,1.36,2003-01-07,7.5,Platform,Vivendi Games
Crash Bandicoot N. Sane Trilogy,1.11,2018-06-29,6.0,Platform,Activision
Crash Bandicoot Purple: Ripto's Rampage,0.64,2004-06-03,6.7,Platform,Vivendi Games
Crash Bandicoot: The Huge Adventure,1.73,2002-02-25,8.3,Platform,Vivendi Games
Crash Bandicoot: The Wrath of Cortex,6.01,2001-10-29,6.0,Platform,Universal Interactive
Crash Bash,3.39,2000-11-06,6.8,Misc,Sony Computer Entertainment
Crash Nitro Kart,0.46,2003-11-11,7.7,Racing,Vivendi Games
Crash Tag Team Racing,0.25,2005-11-10,6.3,Racing,VU Games
Crash Team Racing,4.79,1999-09-30,9.2,Racing,Sony Computer Entertainment
Crash of the Titans,0.96,2007-10-04,6.3,Action,Sierra Entertainment
Crash: Mind Over Mutant,0.87,2008-10-07,4.8,Platform,Activision
Crazy Taxi,4.82,2000-01-24,7.2,Racing,Acclaim Entertainment
Crazy Taxi 2,0.07,2001-05-28,8.3,Racing,Sega
Crazy Taxi: Catch a Ride,0.3,2003-04-09,4.8,Racing,THQ
Crazy Taxi: Fare Wars,0.48,2007-08-07,6.3,Racing,Sega
Create,0.36,2010-11-16,6.0,Misc,Electronic Arts
Crime Scene,0.02,2010-02-16,8.0,Adventure,SouthPeak Interactive
Crimson Gem Saga,0.06,2009-05-26,7.3,Role-Playing,Atlus
Crimson Tears,0.03,2004-07-21,5.9,Role-Playing,Capcom
Cross Edge,0.23,2009-05-26,5.4,Role-Playing,NIS America
"Crouching Tiger, Hidden Dragon",0.03,2005-10-09,5.9,Action,Ubisoft
Cruis'n Exotica,0.21,2000-10-16,5.8,Racing,Midway Games
Cruis'n Velocity,0.0,2001-11-30,5.3,Racing,Midway Games
Crusaders of Might and Magic,0.25,2000-02-29,6.0,Role-Playing,3DO
Crush,0.08,2007-05-29,8.5,Puzzle,Sega
Crush3D,0.15,2012-03-06,6.5,Platform,Sega
Cryostasis: Sleep of Reason,0.0,2009-04-24,7.0,Shooter,Aspyr
Crysis 2,3.43,2011-03-22,8.7,Shooter,Electronic Arts
Crysis 3,1.83,2013-02-19,7.6,Shooter,Electronic Arts
Cubic Ninja,0.1,2011-06-14,5.5,Platform,Ubisoft
Cubivore: Survival of the Fittest,0.17,2002-11-05,7.1,Adventure,Atlus
Culdcept Revolt,0.07,2017-10-03,7.3,Strategy,NIS America
Culdcept SAGA,0.16,2008-02-05,7.7,Role-Playing,Namco Bandai
Curious George,0.16,2006-02-01,6.6,Action,Namco
Cursed Mountain,0.21,2009-08-25,6.3,Adventure,Deep Silver
Custom Robo Arena,0.16,2007-03-19,7.4,Fighting,Nintendo
DC Universe Online,0.74,2011-01-11,6.5,MMO,Sony Online Entertainment
DECA Sports Freedom,0.33,2010-11-18,3.0,Sports,Hudson Soft
DJ Hero,3.0900000000000003,2009-10-27,8.3,Misc,Activision
DJ Hero 2,2.23,2010-10-19,8.4,Misc,Activision
DJ Max Fever,0.13,2009-01-27,7.7,Misc,PM Studios
DK: King of Swing,0.24,2005-09-19,7.1,Platform,Nintendo
Daigasso! Band Brothers,0.19,2004-12-02,8.0,Misc,Nintendo
Damnation,0.16,2009-05-26,3.1,Shooter,Codemasters
Dance Central 2,2.04,2011-10-25,8.6,Music,Microsoft
Dance Dance Revolution: Mario Mix,0.47,2005-10-24,7.0,Simulation,Nintendo
Dance Dance Revolution: Mario Mix (JP sales),0.06,2005-10-24,7.5,Simulation,Nintendo
Dance Paradise,0.12,2011-02-15,7.0,Misc,THQ
DanceMasters,0.2,2010-11-04,6.2,Misc,Konami
Danny Phantom: The Ultimate Enemy,0.22,2005-09-08,7.5,Action,THQ
Dante's Inferno,2.2,2010-02-09,6.6,Action,Electronic Arts
Daredevil,0.0,2003-02-02,5.3,Action,Encore
Dark Angel: Vampire Apocalypse,0.09,2001-07-08,4.6,Role-Playing,Metro 3D
Dark Arena,0.04,2002-01-18,6.8,Shooter,Majesco
Dark Cloud,1.54,2001-05-28,8.2,Role-Playing,Sony Computer Entertainment
Dark Cloud 2,0.96,2003-02-17,8.6,Role-Playing,Sony Computer Entertainment
Dark Messiah Might and Magic,0.0,2006-10-24,7.3,Role-Playing,Ubisoft
Dark Messiah of Might and Magic Elements,0.2,2008-02-12,5.0,Role-Playing,Ubisoft
Dark Sector,0.95,2008-03-25,7.1,Shooter,D3 Publisher
Dark Souls,2.05,2011-10-04,9.0,Role-Playing,Namco Bandai
Dark Souls: Remastered,0.11,2018-05-25,8.0,Role-Playing,Bandai Namco Entertainment
Dark Void,0.6799999999999999,2010-01-19,6.1,Action,Capcom
DarkStar One: Broken Alliance,0.2,2010-07-20,6.4,Simulation,Kalypso
Darkest of Days,0.1,2009-09-08,4.6,Shooter,Phantom EFX
Darksiders,1.49,2010-01-05,7.8,Action,THQ
Darksiders II,1.8,2012-08-14,8.2,Action-Adventure,THQ
Darksiders II: Deathinitive Edition,0.32,2015-10-30,7.5,Action-Adventure,Nordic Games
Darkspore,0.11,2011-04-26,6.6,Role-Playing,Electronic Arts
Darkstalkers Chronicle: The Chaos Tower,0.15,2005-03-24,7.5,Fighting,Capcom
Darkstone,0.66,1999-07-13,6.7,Role-Playing,Gathering of Developers
Data East Arcade Classics,0.09,2010-02-16,5.0,Misc,Majesco
Dave Mirra BMX Challenge,0.07,2006-11-02,3.5,Sports,Crave Entertainment
Dave Mirra Freestyle BMX,1.05,2000-09-26,7.4,Sports,Acclaim Entertainment
Dave Mirra Freestyle BMX 2,0.19,2001-11-25,8.0,Sports,Acclaim Entertainment
Dave Mirra Freestyle BMX 3,0.03,2002-11-26,8.0,Sports,Acclaim Entertainment
David Beckham Soccer,0.0,2002-10-07,3.1,Sports,Majesco
Davis Cup Tennis,0.02,2002-10-14,6.4,Sports,Ubisoft
Dawn of Discovery,0.67,2009-06-23,7.9,Simulation,Ubisoft
Dawn of Discovery: Venice,0.01,2010-02-26,7.0,Simulation,Ubisoft
Dead Cells,0.11,2018-08-15,9.3,Action,Merge Games
Dead Head Fred,0.04,2007-08-28,7.6,Action,D3 Publisher
Dead Island,4.67,2011-09-06,6.7,Action,Deep Silver
Dead Island: Riptide,1.4300000000000002,2013-04-23,5.6,Action,Deep Silver
Dead Rising 2,2.8600000000000003,2010-09-28,8.1,Action,Capcom
Dead Rising 2: Off the Record,0.5900000000000001,2011-10-11,7.1,Action,Capcom
Dead Rising: Chop Till You Drop,0.29,2009-02-24,6.7,Action,Capcom
Dead Space,3.9899999999999998,2008-10-13,8.8,Shooter,Electronic Arts
Dead Space 2,3.27,2011-01-25,8.9,Shooter,Electronic Arts
Dead Space Extraction,0.47,2009-09-28,8.2,Shooter,Electronic Arts
Dead or Alive,0.46,1997-10-09,7.9,Fighting,Tecmo
Dead or Alive 2,0.14,2000-02-29,9.0,Fighting,Tecmo
Dead or Alive 5,0.98,2012-09-25,7.6,Fighting,Tecmo Koei
Dead or Alive 5 Last Round,0.44999999999999996,2015-02-17,7.1,Fighting,Tecmo Koei
Dead or Alive 5 Plus,0.1,2013-03-19,8.0,Fighting,Tecmo Koei
Dead or Alive Paradise,0.2,2010-03-30,4.5,Misc,Tecmo
Dead or Alive Ultimate,0.5,2004-10-26,8.1,Fighting,Tecmo
Dead or Alive Xtreme 2,0.25,2006-11-13,5.3,Sports,Tecmo
Dead or Alive Xtreme Beach Volleyball,0.59,2003-01-22,6.6,Sports,Tecmo
Dead to Rights,0.02,2004-12-03,3.6,Shooter,Namco
Dead to Rights: Reckoning,0.13,2005-06-28,5.2,Shooter,Namco
Dead to Rights: Retribution,0.49,2010-04-27,5.7,Shooter,Namco Bandai
Deadly Creatures,0.22,2009-02-09,6.9,Action,THQ
Deadly Premonition,0.26,2010-02-23,6.0,Action,Ignition Entertainment
Death Jr.,0.19,2005-08-16,5.9,Platform,Konami
Death Jr. II: Root of Evil,0.05,2006-10-31,6.9,Platform,Konami
Death Jr.: Root of Evil,0.11,2008-05-27,7.3,Platform,Eidos Interactive
DeathSmiles,0.28,2010-06-29,8.0,Shooter,Aksys Games
Def Jam Fight For NY: The Takeover,0.09,2006-08-29,8.0,Action,Electronic Arts
Def Jam Icon,0.78,2007-03-06,6.3,Action,Electronic Arts
Def Jam Rapstar,0.6499999999999999,2010-10-05,7.4,Misc,Konami
Def Jam Vendetta,0.25,2003-03-31,8.8,Fighting,EA Sports BIG
Defender,0.01,2002-11-03,3.5,Shooter,Midway Games
Defender of the Crown,0.0,2002-10-07,6.8,Strategy,Metro 3D
Dementium II,0.11,2010-05-04,7.5,Shooter,SouthPeak Interactive
